names	district	location	xaxis	yaxis	roomspace	orientation	numrooms	height	floors	owner	postdate	attrs	price
景龙国际 1室1厅 6500元	朝阳	奥林匹克公园	116.420993	40.030479	63㎡	东	1室1厅1卫	低楼层	（22层）	链家	1个月前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	6500
整租 · 瑞都国际北区 1室1厅 5000元	通州	九棵树(家乐福)	116.662375	39.89499	63㎡	北	1室1厅1卫	中楼层	（24层）	链家	29天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5000
东直门外大街精装一居室，可拎包入住	东城	东直门	116.448231	39.947027	44㎡	南	1室1厅1卫	中楼层	（16层）	链家	29天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6500
整租 ·   沿海赛洛城，南向大一居，房子干净整洁	朝阳	百子湾	116.51152	39.901436	71㎡	南	1室1厅1卫	低楼层	（18层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
整租 · 全明格局   近地铁    近奥森	朝阳	奥林匹克公园	116.422621	40.03926	86㎡	东北	1室1厅1卫	高楼层	（32层）	链家	28天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	7200
整租 ·   西三环六里桥莲花桥永翌公馆朝西一居室钥匙房随时看	丰台	六里桥			71㎡	西	1室1厅1卫	高楼层	（25层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
整租 · 丰侨公寓 1室0厅 13000元	西城	金融街	116.372766	39.923318	57㎡	北	1室0厅1卫	低楼层	（22层）	链家	28天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	13000
整租 ·   上京新航线 舒适开间 装修好 拎包入住	朝阳	望京	116.471006	40.016871	43㎡	东	1室0厅1卫	中楼层	（26层）	链家	28天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	7500
整租 · 保利蔷薇 1室1厅 7000元	东城	广渠门	116.442531	39.89667	60㎡	北	1室1厅1卫	低楼层	（16层）	链家	21天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7000
整租 · 欧陆大厦 1室0厅 8000元	朝阳	亚运村小营	116.424392	40.001544	71㎡	东	1室0厅1卫	高楼层	（22层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
整租 ·   华威西里 干净整洁一居室  拎包入住	朝阳	潘家园	116.460032	39.879667	47㎡	南	1室1厅1卫	高楼层	（6层）	链家	27天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 ·   瞰都国际 复式出租 视野好 拎包住 跃层	朝阳	朝阳公园	116.493333	39.967187	60㎡	西北	1室1厅2卫	高楼层	（25层）	链家	24天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'two_bathroom': '双卫生间', 'is_key': '随时看房'}	12000
整租 · 交道口 东公街朝南向一居室 诚租居家租户	东城	地安门	116.413443	39.947734	43㎡	南	1室1厅1卫	中楼层	（6层）	链家	26天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7000
天居园 1室1厅 7200元	朝阳	奥林匹克公园	116.42022	40.044807	74㎡	南	1室1厅1卫	高楼层	（32层）	链家	26天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	7200
建邦礼仕阁 1室0厅 14500元	西城	月坛	116.357611	39.916378	61㎡	东	1室0厅1卫	高楼层	（10层）	链家	26天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	14500
整租 · 阳光新干线 1室1厅 8000元	朝阳	亚运村	116.422441	40.006907	86㎡	东	1室1厅1卫	中楼层	（16层）	链家	25天前发布	{'rent_period_month': '月租', 'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
整租 · 三源里街 1室1厅 8000元	朝阳	三元桥	116.459186	39.959951	37㎡	东南	1室1厅1卫	中楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8000
整租 · 御景春天 精装修一居室 郭公庄地铁旁  高楼层 采光好	丰台	科技园区	116.306686	39.824775	48㎡	南	1室1厅1卫	高楼层	（21层）	链家	24天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4500
整租 · 美然动力A2区 1室0厅 5000元	朝阳	定福庄	116.566103	39.92841	43㎡	南	1室0厅1卫	中楼层	（14层）	链家	25天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5000
整租 · 团结大院，精装一居，朝南一室一厅	西城	车公庄	116.356735	39.942857	42㎡	南	1室1厅1卫	中楼层	（6层）	链家	17天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
整租 · 京贸国际公寓 1室2厅 5800元	通州	通州北苑	116.629641	39.911449	96㎡	西	1室2厅1卫	中楼层	（24层）	链家	24天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
裕中西里 1室1厅 6200元	西城	马甸	116.39145	39.978742	41㎡	东南	1室1厅1卫	低楼层	（20层）	链家	24天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6200
整租 ·   装修好的一居室，马路对过地坛公园，诚心出租	东城	和平里	116.427002	39.962219	41㎡	东南	1室1厅1卫	中楼层	（6层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	5800
整租 ·   万年花城 南向开间 首经贸 天坛医院	丰台	玉泉营	116.329405	39.846371	57㎡	南	1室0厅1卫	中楼层	（18层）	链家	24天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	5500
整租 ·   国贸精装 新城国际高楼层一居室 拎包入住保养很好	朝阳	东大桥	116.462122	39.923796	63㎡	北	1室0厅1卫	低楼层	（31层）	链家	24天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	16000
关东店北街 1室1厅 6000元	朝阳	东大桥	116.466392	39.928321	36㎡	南	1室1厅1卫	中楼层	（5层）	链家	23天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
整租 · 郁花园三里 1室1厅 4200元	大兴	郁花园	116.34004	39.775896	60㎡	南	1室1厅1卫	高楼层	（18层）	链家	24天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4200
整租 · 精致装修，第一次租，干净整洁，家具电器齐全！	朝阳	望京	116.475489	40.01952	65㎡	东南	1室0厅1卫	中楼层	（26层）	链家	22天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8200
珠江骏景北区 1室1厅 7500元 跃层	丰台	西罗园	116.401854	39.861344	61㎡	北	1室1厅2卫	中楼层	（18层）	链家	21天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	7500
整租 · 美利山 1室1厅 6800元	朝阳	百子湾	116.511545	39.904464	69㎡	南 北	1室1厅1卫	高楼层	（22层）	链家	21天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6800
云立方 1室0厅 3200元	大兴	天宫院	116.325989	39.686151	51㎡	东南	1室0厅1卫	中楼层	（21层）	链家	21天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3200
整租 ·   富力城D区 中间位置一居 装修好 拎包入住 免中介费	朝阳	双井	116.459652	39.901899	72㎡	北	1室1厅1卫	高楼层	（14层）	链家	21天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	12000
整租 · 中信禧园 1室0厅 8500元	西城	陶然亭	116.385495	39.89263	58㎡	西	1室0厅1卫	高楼层	（20层）	链家	21天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	8500
整租 · 南苑北里三区 1室1厅 3200元	丰台	和义	116.403604	39.81446	47㎡	南	1室1厅1卫	高楼层	（6层）	链家	20天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3200
朝阳公园正门棕榈泉国际公寓南向自住一居室拎包入住	朝阳	朝阳公园	116.486825	39.939321	124㎡	南	1室1厅2卫	中楼层	（27层）	链家	20天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	22000
长安家园 1室1厅 5500元	石景山	古城	116.200745	39.912236	69㎡	东南	1室1厅1卫	中楼层	（28层）	链家	20天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
博雅国际西向一居，装修简洁，环境舒适，随时入住	朝阳	望京	116.475489	40.01952	85㎡	西	1室1厅1卫	中楼层	（26层）	链家	20天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	9500
整租 · 美然动力A3区 1室1厅 5000元	朝阳	定福庄	116.564943	39.927447	51㎡	南	1室1厅1卫	低楼层	（6层）	链家	19天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5000
点击未来 1室0厅 5800元	朝阳	望京	116.479695	39.993376	45㎡	西北	1室0厅1卫	低楼层	（14层）	链家	19天前发布	{'is_subway_house': '近地铁'}	5800
整租 ·   壹线国际一居室，给您一个舒适的居住地点	朝阳	四惠	116.508281	39.915816	65㎡	南	1室1厅1卫	低楼层	（9层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
整租 · 华业玫瑰郡南向开间 带阳台 精装全齐 诚意出租	朝阳	石佛营	116.508075	39.936337	38㎡	南	1室0厅1卫	高楼层	（14层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6500
整租 · 时尚街区西区 1室1厅 3600元	通州	梨园	116.671991	39.887056	46㎡	北	1室1厅1卫	高楼层	（10层）	链家	18天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3600
整租 ·   东恒时代二期正规一居室出租，家电家具都有，拎包住	朝阳	四惠	116.505098	39.918019	58㎡	东北	1室1厅1卫	低楼层	（16层）	链家	18天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
整租 ·   东向在租优质开间，24小时前台和物业，拎包入住	朝阳	石佛营	116.50383758545	39.930725097656	63㎡	东	1室0厅1卫	中楼层	（21层）	链家	17天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8600
整租 · 中湾国际 1室1厅 8800元	海淀	苏州桥	116.31364	39.987352	62㎡	南	1室1厅1卫	高楼层	（19层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8800
整租 ·   纯南向正规一居室带独立客厅，家具家电齐全	昌平	鼓楼大街	116.242091	40.234477	61㎡	南	1室1厅1卫	高楼层	（6层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3500
国贸 建外SOHO西区商务楼可注册 开间格局 使用方便	朝阳	CBD	116.464936	39.911052	183㎡	东北	1室1厅1卫	中楼层	（26层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	37500
东湖渠 博雅国际开间，交通便捷，购物便捷	朝阳	望京	116.475489	40.01952	50㎡	北	1室0厅1卫	低楼层	（26层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6600
整租 · 新景家园东区 商品开间带燃气 朝东向	东城	崇文门	116.432142	39.902354	37㎡	东	1室0厅1卫	中楼层	（15层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	6200
万年花城回迁 1室1厅 4200元	丰台	玉泉营	116.330839	39.847582	60㎡	东	1室1厅1卫	低楼层	（21层）	链家	8天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	4200
青年公寓 1室0厅 3500元	石景山	苹果园	116.165445	39.935599	44㎡	东 北	1室0厅1卫	中楼层	（14层）	链家	15天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3500
国贸蓝堡国际公寓优质一居随时起租随时入住	朝阳	CBD	116.483331	39.917139	54㎡	北	1室1厅1卫	中楼层	（18层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	14500
整租 ·  交通便利，家具家电齐全，2005年的房子，可以长租。	东城	永定门	116.414356	39.869475	61㎡	南	1室1厅1卫	中楼层	（12层）	链家	3天前发布	{'is_subway_house': '近地铁', 'is_new': '新上', 'is_key': '随时看房'}	5300
整租 · 尚东阁 1室0厅 4200元	朝阳	管庄	116.589955	39.920154	39㎡	西	1室0厅1卫	高楼层	（19层）	链家	7天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4200
整租 · 世华龙樾 1室1厅 5800元	海淀	清河	116.35636	40.052562	52㎡	南	1室1厅1卫	中楼层	（18层）	链家	4天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	5800
天时名苑 1室1厅 5200元	通州	通州北苑	116.640545	39.911057	68㎡	南 西 北	1室1厅1卫	低楼层	（20层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5200
整租 ·   劲松九区 户型方正一居室 简单装修 随时入住	朝阳	劲松	116.452221	39.893046	44㎡	东	1室1厅1卫	高楼层	（12层）	链家	16天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4700
整租 ·   后现代城 精装修改一居室 视野开阔 价格能谈	朝阳	大望路	116.493655	39.905367	50㎡	北	1室1厅1卫	中楼层	（18层）	链家	16天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7800
整租 · 橄榄城精装一居室 家具家电都有 高层视野好	朝阳	望京	116.493676	40.0031	76㎡	东	1室1厅1卫	高楼层	（28层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	12000
整租 · 首邑上城 1室1厅 4700元	大兴	枣园	116.340938	39.76265	69㎡	东	1室1厅1卫	高楼层	（15层）	链家	9天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	4700
整租 · 格调 1室1厅 6300元	西城	马连道	116.333306	39.891491	62㎡	北	1室1厅1卫	中楼层	（16层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6300
整租 · 朝阳无限 1室1厅 5800元	朝阳	甘露园	116.518451	39.92401	60㎡	北	1室1厅1卫	低楼层	（21层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
整租 · 安外大街 1室1厅 6300元	东城	安贞	116.414549	39.97239	47㎡	东	1室1厅1卫	高楼层	（16层）	链家	15天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6300
整租 ·   租期灵活，房子保养状况良好，正对小区花园，安静	朝阳	朝阳公园	116.489739	39.939299	88㎡	西北	1室2厅1卫	低楼层	（23层）	链家	15天前发布	{'rent_period_month': '月租', 'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	10000
国际港 1室1厅 9800元	朝阳	燕莎	116.464891	39.964349	71㎡	南	1室1厅1卫	低楼层	（23层）	链家	15天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	9800
整租 · 枣园小区 1室1厅 3500元	大兴	枣园	116.334045	39.757413	57㎡	南 北	1室1厅1卫	中楼层	（5层）	链家	14天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3500
整租 · 后南仓 1室1厅 3900元	通州	新华大街	116.659929	39.908429	44㎡	南	1室1厅1卫	高楼层	（6层）	链家	14天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	3900
整租 · 京棉新城东向一居，居住舒适，近地铁，有车位！	朝阳	十里堡	116.511679	39.923959	58㎡	东	1室1厅1卫	低楼层	（32层）	链家	14天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
和平西桥  小黄庄精装修一居室  朝南采光好低楼层	朝阳	安贞	116.421864	39.970675	38㎡	南	1室1厅1卫	低楼层	（6层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
马甸南村 1室1厅 6300元	西城	马甸	116.384103	39.972885	47㎡	西南	1室1厅1卫	低楼层	（20层）	链家	14天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6300
整租 · 铁东小区 1室1厅 5500元	海淀	军博	116.335787	39.907309	41㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	12天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖'}	5500
整租 ·   后现代城A区开间 环境舒适 交通便利	朝阳	大望路	116.493655	39.905367	48㎡	北	1室0厅1卫	中楼层	（20层）	链家	13天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
整租 ·   百子湾后现代城经典开间.拎包入住	朝阳	大望路	116.493655	39.905367	46㎡	北	1室0厅1卫	低楼层	（18层）	链家	13天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6000
整租 ·   东二环 广渠门 客厅卧室双朝南一居室 地铁7号线	东城	广渠门	116.453086	39.898397	61㎡	南	1室1厅1卫	中楼层	（23层）	链家	13天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
苹果园小区一区 1室1厅 4000元	石景山	苹果园	116.197167	39.935324	41㎡	南	1室1厅1卫	低楼层	（6层）	链家	13天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	4000
华威北里 1室1厅 5300元	朝阳	潘家园	116.463742	39.884582	38㎡	东	1室1厅1卫	高楼层	（6层）	链家	13天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	5300
整租 ·   星河城西区 精装一居室 随时拎包入住	丰台	马家堡	116.373314	39.844248	48㎡	北	1室1厅1卫	高楼层	（18层）	链家	13天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5300
整租 · 展览路 1室1厅 6500元	西城	阜成门	116.351337	39.931197	33㎡	南	1室1厅1卫	中楼层	（5层）	链家	12天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	6500
10AM新坐标 1室0厅 5300元	朝阳	方庄	116.45053	39.874376	44㎡	北	1室0厅1卫	中楼层	（26层）	链家	4天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上'}	5300
新景家园东区 1室1厅 8000元	东城	崇文门	116.432142	39.902354	56㎡	南	1室1厅1卫	中楼层	（13层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
营房西街朝东一居室，拎包入住，看房提前联系	东城	崇文门	116.431111	39.892729	43㎡	东 北	1室1厅1卫	高楼层	（6层）	链家	11天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	4900
整租 · 太平桥小区 1室1厅 5200元	丰台	太平桥	116.324898	39.891441	36㎡	南	1室1厅1卫	低楼层	（6层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5200
整租 ·   馨莲茗园 马连道正规朝北一室一厅 自住出租有车位	西城	马连道	116.333824	39.889469	64㎡	北	1室1厅1卫	低楼层	（25层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
整租 ·   远洋山水 北区 精装全齐一居室 有钥匙随时看房	石景山	鲁谷	116.247008	39.906426	60㎡	西北	1室1厅1卫	低楼层	（26层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 ·   方恒东景，高楼层，无遮挡采光好	通州	临河里	116.694868	39.877962	55㎡	南	1室0厅1卫	高楼层	（26层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3500
石门营新区六区交通方便干净整齐一居室。。。	门头沟	石门营	116.110451	39.890387	48㎡	南	1室1厅1卫	低楼层	（6层）	链家	11天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	2500
整租 · 远雄大观 1室1厅 7000元	西城	右安门内	116.374589	39.879474	64㎡	西	1室1厅1卫	高楼层	（6层）	链家	11天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	7000
整租 · 松榆东里 1室1厅 4900元	朝阳	北工大	116.481662	39.878749	41㎡	南	1室1厅1卫	中楼层	（18层）	链家	8天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4900
整租 ·   西大望路国际社区精装开间诚意出租	朝阳	北工大	116.483653	39.88914	44㎡	南	1室0厅1卫	低楼层	（20层）	链家	10天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6300
整租 · gogo新世代 1室1厅 5500元	丰台	方庄	116.429293	39.872461	45㎡	西	1室1厅1卫	高楼层	（32层）	链家	10天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'is_key': '随时看房'}	5500
整租 · 普惠南里 1室1厅 5600元	海淀	公主坟	116.312809	39.917802	51㎡	东南	1室1厅1卫	中楼层	（20层）	链家	10天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5600
明日嘉园 1室0厅 4700元	丰台	马家堡	116.37267	39.851088	43㎡	北	1室0厅1卫	低楼层	（23层）	链家	10天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4700
整租 ·   蒲黄榆地铁口精装大开间，拎包入住，可短租	丰台	方庄	116.429293	39.872461	31㎡	北	1室0厅1卫	低楼层	（23层）	链家	10天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4800
整租 ·   广渠门外京禧阁一居室  精装修 随时可以入住	东城	广渠门	116.45209	39.906053	71㎡	东	1室1厅1卫	高楼层	（22层）	链家	9天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	8000
花园公寓 1室1厅 7400元	海淀	牡丹园	116.377339	39.983461	54㎡	东	1室1厅1卫	高楼层	（15层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7400
整租 · 日光清城 1室1厅 4600元	通州	果园	116.653763	39.901479	63㎡	南	1室1厅1卫	中楼层	（7层）	链家	8天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	4600
整租 ·   大红门建欣苑租售可短租可月付正规一居室	丰台	大红门	116.404498	39.847018	51㎡	南 北	1室1厅1卫	中楼层	（6层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'deposit_1_pay_1': '押一付一', 'is_key': '随时看房'}	3600
整租 ·   地铁14号线东风北桥站 大落地飘窗 视野好	朝阳	朝阳公园	116.493333	39.967187	60㎡	西北	1室0厅1卫	低楼层	（25层）	链家	9天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7800
整租 ·   崇文门太华公寓一居室，朝南无遮挡 ，采光视野通透	东城	崇文门	116.423295	39.902249	99㎡	南	1室1厅1卫	中楼层	（18层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	13000
整租 · 11站 1室0厅 3600元	通州	梨园	116.676119	39.887571	44㎡	北	1室0厅1卫	高楼层	（18层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3600
南新园 1室1厅 5800元	朝阳	华威桥	116.481385	39.874867	53㎡	西	1室1厅1卫	中楼层	（24层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5800
莱圳家园 1室1厅 6500元	海淀	清河	116.352882	40.05023	72㎡	南	1室1厅1卫	高楼层	（13层）	链家	9天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	6500
尚座大厦 1室1厅 13800元	西城	金融街	116.374684	39.906371	89㎡	西	1室1厅1卫	高楼层	（18层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖'}	13800
金台路团结湖秀水园东向一居室1	朝阳	甜水园	116.484508	39.93403	45㎡	东 西	1室1厅1卫	低楼层	（12层）	链家	5天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_new': '新上', 'is_key': '随时看房'}	6200
青春无限 1室0厅 5500元	西城	牛街	116.369702	39.890309	53㎡	西	1室0厅1卫	中楼层	（22层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'is_key': '随时看房'}	5500
整租 · 左安浦园 1室1厅 6000元	东城	左安门	116.444673	39.880008	68㎡	西	1室1厅1卫	高楼层	（18层）	链家	8天前发布	{'is_subway_house': '近地铁'}	6000
整租 · 崇文门新世界太华公寓 空房出租	东城	崇文门	116.423295	39.902249	113㎡	西南	1室1厅2卫	中楼层	（18层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'two_bathroom': '双卫生间', 'is_key': '随时看房'}	12500
整租 · 新永外文化用品商城 1室1厅 4000元	东城	永定门	116.400687	39.872287	37㎡	北	1室1厅1卫	低楼层	（15层）	链家	8天前发布	{'is_subway_house': '近地铁', 'central_heating': '集中供暖', 'deposit_1_pay_1': '押一付一', 'is_key': '随时看房'}	4000
整租 ·   东恒时代三期1居出租，楼层高，采光好，拎包住	朝阳	十里堡	116.508558	39.918042	72㎡	东	1室1厅1卫	低楼层	（27层）	链家	8天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	7300
整租 ·   精装东向一居室 高端小区 人车分流 对小区花园	丰台	成寿寺	116.447278	39.852879	59㎡	东	1室1厅1卫	高楼层	（20层）	链家	8天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	6800
和平新城一期 1室1厅 7000元	东城	和平里	116.432835	39.957774	56㎡	北	1室1厅1卫	高楼层	（19层）	链家	8天前发布	{'is_subway_house': '近地铁', 'is_key': '随时看房'}	7000
整租 · 蓝星花园 1室0厅 3400元	顺义	后沙峪	116.560389	40.094933	36㎡	西	1室0厅1卫	高楼层	（11层）	链家	7天前发布	{'is_subway_house': '近地铁', 'decoration': '精装', 'central_heating': '集中供暖', 'is_key': '随时看房'}	3400
